Year,Week,Payer,Group_EM,Group_EM2,Visit Count,Avg. Charge E/M Weight,Charge Amount,Charge Billed Balance,Zero Balance - Collection * Charges,Payment per Visit,NRV Zero Balance*,Zero Balance Collection Rate,Collection Rate*,Payment Amount*,% of Visits w Radiology,Denial %,Procedure per Visit,Avg. Payment per Visit By Payor,Avg. Payments By Payor,NRV Gap ($),NRV Gap (%),NRV Gap Sum ($),Above NRV Benchmark,Payment_SD,Charge_SD,Invoice_Count,Payment_CV,Charge_CV,LowPayment_Rate,HighCharge_Rate,Expected Payments,Missed Revenue (RF),% Error (RF),Performance Diagnostic (RF),% Error,Performance Diagnostic
2025,1,17-AETNA,New E/M Code,New Level 3,1,3.0,235.0,0.0,0.0,169.3,169.3,0.7204255319148937,0.7204255319148937,169.3,0.0,0.0,0.0,219.17583333333332,219.17583333333332,0.0,0.0,0.0,0,,,1,,,0.1,0.1,355.79906565356714,-186.49906565356713,-52.416963296681814,Under Performed,-52.416963296681814,Under Performed
2025,1,17-AETNA,New E/M Code,New Level 4,5,4.0,2266.0,0.0,0.0,300.3639999999999,300.3639999999999,0.6746477948390197,0.6746477948390197,1501.8199999999997,0.2,0.0,0.0,219.17583333333332,219.17583333333332,0.0,0.0,0.0,0,115.01253270839659,194.17955608147835,5,1.9839701982277138,1.729453136453521,0.1,0.1,1484.160070290543,17.65992970945672,1.1898938708140536,Average Performance,1.1898938708140536,Average Performance
2025,1,18-CIGNA,Existing E/M Code,Existing Level 4,4,4.0,1833.0,-33.96,0.0,140.66500000000002,137.55333333333334,0.2751473576173824,0.3281137649662835,562.6600000000001,0.25,0.0,0.0,253.18714285714285,253.18714285714285,-3.111666666666679,-2.2121115179089883,-12.446666666666715,1,51.31365932510889,227.24784560768302,4,0.8851624120054988,2.023974651448903,0.1,0.1,623.198506375297,-60.53850637529695,-9.714161018678693,Under Performed,-9.714161018678693,Under Performed
2025,1,18-CIGNA,New E/M Code,New Level 4,3,4.0,2829.61,0.0,0.0,403.2166666666667,403.2166666666667,0.41558119415580735,0.41558119415580735,1209.65,0.6666666666666666,0.0,0.0,253.18714285714285,253.18714285714285,0.0,0.0,0.0,0,182.90065099209824,349.2568098596409,3,3.155042605007162,3.1106430431124115,0.1,0.1,1651.367121905364,-441.7171219053639,-26.748571898155888,Under Performed,-26.748571898155888,Under Performed
2025,1,2-BCBS,Existing E/M Code,Existing Level 4,16,4.0,7483.0,67.68,0.0,210.96125,209.14785714285713,0.46618478849703304,0.4730509656119606,3375.38,0.125,0.1875,0.0625,218.4734375,218.4734375,-1.8133928571428726,-0.8595857566936451,-29.01428571428596,1,41.14399913717674,117.06050785811584,16,0.7097354192784076,1.0425951452124627,0.1,0.1,3531.599099247812,-156.21909924781176,-4.423466391785085,Under Performed,-4.423466391785085,Under Performed
2025,1,2-BCBS,New E/M Code,New Level 3,2,3.0,470.0,155.0,0.0,157.5,235.0,1.0,0.6702127659574468,315.0,0.0,0.5,0.0,218.4734375,218.4734375,77.5,49.2063492063492,155.0,0,109.60155108391487,0.0,2,1.8906305765940639,0.0,0.1,0.1,738.187273822823,-423.18727382282304,-57.32790158129912,Under Performed,-57.32790158129912,Under Performed
2025,1,2-BCBS,New E/M Code,New Level 4,14,4.0,7245.0,131.22,0.0,235.7692857142857,247.75153846153847,0.4822561545301435,0.46624246607292125,3300.77,0.07142857142857142,0.0,0.0,218.4734375,218.4734375,11.982252747252772,5.082194108088077,167.75153846153881,0,52.677643990345906,132.48846103601744,14,0.9086911950254408,1.1800036476883062,0.1,0.1,3453.6444843388745,-152.87448433887448,-4.4264684750300525,Under Performed,-4.4264684750300525,Under Performed
2025,1,20-WORK COMP,Existing E/M Code,Existing Level 4,1,4.0,245.0,0.0,0.0,143.03,143.03,0.5837959183673469,0.5837959183673469,143.03,0.0,1.0,0.0,143.03,143.03,0.0,0.0,0.0,0,,,1,,,0.1,0.1,100.21240509625852,42.81759490374148,42.72684091616527,Over Performed,42.72684091616527,Over Performed
2025,1,3-MEDICARE,Existing E/M Code,Existing Level 4,1,4.0,475.0,0.0,0.0,166.79999999999998,166.79999999999998,0.35115789473684206,0.35115789473684206,166.79999999999998,0.0,0.0,0.0,127.35499999999999,127.35499999999999,0.0,0.0,0.0,0,,,1,,,0.1,0.1,67.25586319434069,99.54413680565929,148.00811717785749,Over Performed,148.00811717785749,Over Performed
2025,1,3-MEDICARE,New E/M Code,New Level 3,1,3.0,235.0,0.0,0.0,87.91,87.91,0.3740851063829787,0.3740851063829787,87.91,0.0,0.0,0.0,127.35499999999999,127.35499999999999,0.0,0.0,0.0,0,,,1,,,0.1,0.1,-116.89486866824973,204.80486866824972,-175.20432761637343,Under Performed,-175.20432761637343,Under Performed
2025,1,4-MEDICAID,Existing E/M Code,Existing Level 3,3,3.0,515.0,0.0,0.0,62.82999999999999,62.82999999999999,0.36724893162393163,0.36724893162393163,188.48999999999998,0.0,0.0,0.0,128.8438888888889,128.8438888888889,0.0,0.0,0.0,0,4.503332099679085,20.2072594216369,3,0.07768263569273848,0.17997521928217722,0.1,0.1,-46.14970093480895,234.63970093480893,-508.431682507024,Under Performed,-508.431682507024,Under Performed
2025,1,4-MEDICAID,Existing E/M Code,Existing Level 4,10,4.0,4726.0,779.0,0.0,148.52375,156.4485714285714,0.3049835700836625,0.30946593517851606,1188.19,0.2,0.2,0.0,128.8438888888889,128.8438888888889,7.924821428571391,5.335726729611521,79.24821428571391,0,38.183638581952124,161.98641918383154,10,0.6586690965110827,1.4427261364363266,0.1,0.1,1567.5434475029901,-379.3534475029901,-24.20050609169903,Under Performed,-24.20050609169903,Under Performed
2025,1,4-MEDICAID,New E/M Code,New Level 4,9,4.0,3448.0,1080.0,0.0,134.6442857142857,133.75,0.39455626045118786,0.4027118177139214,942.51,0.0,0.4444444444444444,0.0,128.8438888888889,128.8438888888889,-0.8942857142857008,-0.6641839343879541,-8.048571428571307,1,10.973306789877054,97.18596149193108,9,0.1892899246234624,0.8655832226279527,0.1,0.1,824.8738428076279,117.63615719237214,14.261108922059314,Over Performed,14.261108922059314,Over Performed
2025,1,4-MEDICAID,Non E/M Code,Non E/M Code,1,,411.0,411.0,0.0,,,,,0.0,0.0,1.0,0.0,128.8438888888889,128.8438888888889,,,,0,,,1,,,0.1,0.1,-149.95452554553765,149.95452554553765,-100.0,Under Performed,-100.0,Under Performed
2025,1,5-COMMERCIAL,Existing E/M Code,Existing Level 4,2,4.0,636.0,-463.0,0.0,461.5,328.0,1.0,1.4659090909090908,923.0,0.0,0.0,0.0,306.775,306.775,-133.5,-28.927410617551462,-267.0,1,188.79751057680818,14.142135623730951,2,3.2567636383910648,0.12595641531052756,0.1,0.1,1441.7227747880502,-518.7227747880502,-35.97937022700556,Under Performed,-35.97937022700556,Under Performed
2025,1,5-COMMERCIAL,New E/M Code,New Level 4,2,4.0,1145.0,533.0,0.0,152.05,234.1,0.43191881918819186,0.2740025273387062,304.1,0.0,0.0,0.0,306.775,306.775,82.04999999999998,53.962512331469895,164.09999999999997,0,116.03622279271244,43.1335136523794,2,2.00162888786507,0.38416706669710904,0.1,0.1,288.7808255750542,15.3191744249458,5.304775479618657,Over Performed,5.304775479618657,Over Performed
2025,1,9-EPS,Non E/M Code,Non E/M Code,24,,537.0,0.0,0.0,21.666666666666668,21.666666666666668,1.0109560067681895,1.0109560067681895,520.0,0.0,0.0,0.041666666666666664,,,0.0,0.0,0.0,0,33.122521783151754,38.331293266445634,24,0.5713646553157231,0.3413962659187341,0.1,0.1,694.9708882107393,-174.9708882107393,-25.17672195755084,Under Performed,-25.17672195755084,Under Performed
2025,2,1-SELF PAY,Existing E/M Code,Existing Level 3,10,3.0,1098.0,0.0,0.0,109.8,109.8,1.0,1.0,1098.0,0.0,0.0,0.0,158.67857142857142,158.67857142857142,0.0,0.0,0.0,0,34.14283721856362,34.14283721856362,10,0.5889651321418551,0.3040919348393708,0.1,0.1,1003.6975912655894,94.30240873441062,9.395500154135288,Over Performed,9.395500154135288,Over Performed
2025,2,1-SELF PAY,Existing E/M Code,Existing Level 4,3,4.0,933.0,0.0,0.0,201.5,201.5,1.0,1.0,403.0,0.6666666666666666,0.0,0.0,158.67857142857142,158.67857142857142,0.0,0.0,0.0,0,74.24621202458749,196.7917681205187,3,1.2807497454346883,1.7527187077379889,0.1,0.1,1040.855317670147,-637.8553176701471,-61.281842619387675,Under Performed,-61.281842619387675,Under Performed
2025,2,1-SELF PAY,New E/M Code,New Level 3,7,3.0,833.0,0.0,0.0,119.0,119.0,1.0,1.0,833.0,0.0,0.0,0.14285714285714285,158.67857142857142,158.67857142857142,0.0,0.0,0.0,0,44.59073147340525,44.59073147340525,7,0.7691916722215785,0.3971457240899174,0.1,0.1,907.7497449973007,-74.7497449973007,-8.23462032451719,Under Performed,-8.23462032451719,Under Performed
2025,2,1-SELF PAY,New E/M Code,New Level 4,10,4.0,2468.0,339.0,0.0,234.33333333333334,234.33333333333334,0.9885452462772051,0.9885452462772051,2109.0,0.3,0.0,0.0,158.67857142857142,158.67857142857142,0.0,0.0,0.0,0,64.54843142943135,67.26366032264376,10,1.113462692131356,0.5990813382307267,0.1,0.1,1618.427265141644,490.57273485835594,30.311694904337962,Over Performed,30.311694904337962,Over Performed
2025,2,1-SELF PAY,Non E/M Code,Non E/M Code,7,,350.0,0.0,0.0,50.0,50.0,1.0,1.0,350.0,0.0,0.0,0.0,158.67857142857142,158.67857142857142,0.0,0.0,0.0,0,25.658007197234422,25.658007197234422,7,0.4426015185170245,0.22852210561128528,0.1,0.1,547.4106865890933,-197.4106865890933,-36.06262928828736,Under Performed,-36.06262928828736,Under Performed
2025,2,12-HUMANA,Existing E/M Code,Existing Level 4,1,4.0,603.0,0.0,0.0,172.14000000000001,172.14000000000001,0.28547263681592044,0.28547263681592044,172.14000000000001,1.0,1.0,0.0,172.14000000000001,172.14000000000001,0.0,0.0,0.0,0,,,1,,,0.1,0.1,0.22531286134665152,171.91468713865336,76300.43225724109,Over Performed,76300.43225724109,Over Performed
2025,2,13-TRICARE,Existing E/M Code,Existing Level 3,1,3.0,373.0,0.0,0.0,112.03999999999999,112.03999999999999,0.3003753351206434,0.3003753351206434,112.03999999999999,1.0,0.0,0.0,184.64333333333335,184.64333333333335,0.0,0.0,0.0,0,,,1,,,0.1,0.1,-90.00957002930897,202.04957002930897,-224.47565293725708,Under Performed,-224.47565293725708,Under Performed
2025,2,13-TRICARE,Existing E/M Code,Existing Level 4,2,4.0,560.0,0.0,0.0,96.48,96.48,0.3477369614512472,0.3477369614512472,192.96,0.0,0.0,0.0,184.64333333333335,184.64333333333335,0.0,0.0,0.0,0,7.18420489685532,49.49747468305833,2,0.12392778489158504,0.44084745358684646,0.1,0.1,-12.39357589128258,205.3535758912826,-1656.9356390170217,Under Performed,-1656.9356390170217,Under Performed
2025,2,13-TRICARE,New E/M Code,New Level 4,4,4.0,2700.92,588.0,0.0,267.62,267.62,0.3776162954644143,0.3776162954644143,802.86,0.5,0.0,0.0,184.64333333333335,184.64333333333335,0.0,0.0,0.0,0,179.31930403612435,374.84165314614296,4,3.093264245181103,3.338513517020315,0.1,0.1,1039.4089375417955,-236.54893754179545,-22.758024199910597,Under Performed,-22.758024199910597,Under Performed
2025,2,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 3,2,3.0,320.0,-39.22,0.0,80.39,60.78,0.379875,0.5024375,160.78,0.0,0.0,0.0,156.8004,156.8004,-19.61,-24.393581291205376,-39.22,1,27.732727958136394,0.0,2,0.47839052396141407,0.0,0.1,0.1,-82.1186051935141,242.8986051935141,-295.78997916625445,Under Performed,-295.78997916625445,Under Performed
2025,2,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,12,4.0,4494.0,-344.37,0.0,131.9008333333333,118.72249999999998,0.2992087149872782,0.38814014827228566,1582.8099999999997,0.16666666666666666,0.08333333333333333,0.0,156.8004,156.8004,-13.178333333333327,-9.99109179244508,-158.13999999999993,1,45.06623659748622,168.10900143548636,12,0.7773941521867235,1.4972566920313555,0.1,0.1,2066.13611206175,-483.3261120617501,-23.392752744612263,Under Performed,-23.392752744612263,Under Performed
2025,2,15-UNITED HEALTHCARE,New E/M Code,New Level 3,2,3.0,564.0,-38.13,0.0,192.5,235.0,1.0,0.7279635258358663,385.0,0.0,0.5,0.0,156.8004,156.8004,42.5,22.07792207792208,85.0,0,60.10407640085654,66.46803743153546,2,1.0367974129709383,0.5919951519594795,0.1,0.1,863.7239061654511,-478.7239061654511,-55.42557092008391,Under Performed,-55.42557092008391,Under Performed
2025,2,15-UNITED HEALTHCARE,New E/M Code,New Level 4,9,4.0,5773.0,-170.0,0.0,199.04666666666668,206.09833333333336,0.3321714877113821,0.3227231276147639,1791.42,0.3333333333333333,0.0,0.0,156.8004,156.8004,7.0516666666666765,3.5427203000971343,63.46500000000009,0,51.468435958361894,108.51395199594279,9,0.8878323143241839,0.9664755570334255,0.1,0.1,2704.0913084141807,-912.6713084141807,-33.75149742814781,Under Performed,-33.75149742814781,Under Performed
2025,2,17-AETNA,Existing E/M Code,Existing Level 4,9,4.0,4195.0,-3.54,0.0,291.83666666666664,309.56624999999997,0.6893014574868925,0.6668249607675697,2626.5299999999997,0.2222222222222222,0.0,0.0,285.7814814814815,285.7814814814815,17.729583333333323,6.075173327546227,159.5662499999999,0,109.31817186543141,166.13431647649173,9,1.8857422751974353,1.4796692324410787,0.1,0.1,2424.597281742662,201.9327182573379,8.328505512148402,Over Performed,8.328505512148402,Over Performed
2025,2,17-AETNA,New E/M Code,New Level 3,4,3.0,940.0,-32.56,0.0,158.575,167.15,0.7112765957446808,0.6747872340425531,634.3,0.0,0.0,0.0,285.7814814814815,285.7814814814815,8.575000000000017,5.4075358663093285,34.30000000000007,0,56.27719342682255,0.0,4,0.9707835482746591,0.0,0.1,0.1,706.2263058713338,-71.92630587133385,-10.184597383779412,Under Performed,-10.184597383779412,Under Performed
2025,2,17-AETNA,New E/M Code,New Level 4,14,4.0,8631.05,189.0,0.0,318.2335714285714,338.2683333333334,0.6081635377535545,0.5672638879675025,4455.2699999999995,0.2857142857142857,0.14285714285714285,0.0,285.7814814814815,285.7814814814815,20.03476190476198,6.295615454656344,280.4866666666677,0,105.1387194729781,225.22345354053442,14,1.8136465757438613,2.005944477312174,0.1,0.1,4343.513834213837,111.75616578616246,2.5729437052982242,Over Performed,2.5729437052982242,Over Performed
2025,2,18-CIGNA,Existing E/M Code,Existing Level 4,4,4.0,1973.0,0.0,0.0,154.64000000000001,154.64000000000001,0.32177048369923383,0.32177048369923383,618.5600000000001,0.25,0.0,0.0,173.24875,173.24875,0.0,0.0,0.0,0,53.005166414856845,183.1144905971853,4,0.9143409682647493,1.6309025341499268,0.1,0.1,737.278603418817,-118.718603418817,-16.10227163358733,Under Performed,-16.10227163358733,Under Performed
2025,2,18-CIGNA,New E/M Code,New Level 4,4,4.0,1980.0,0.0,0.0,191.85750000000002,191.85750000000002,0.40728368112072,0.40728368112072,767.4300000000001,0.25,0.0,0.0,173.24875,173.24875,0.0,0.0,0.0,0,38.058535069898156,183.6318781330373,4,0.6565110565674013,1.6355106273740443,0.1,0.1,870.3001269283493,-102.87012692834924,-11.820074908114819,Under Performed,-11.820074908114819,Under Performed
2025,2,2-BCBS,Existing E/M Code,Existing Level 3,7,3.0,1465.0,-204.9,0.0,137.48000000000002,103.15,0.5276326923076923,0.7161156135531135,962.3600000000001,0.2857142857142857,0.14285714285714285,0.0,217.45311475409835,217.45311475409835,-34.33000000000001,-24.97090485888857,-240.3100000000001,1,78.36991833605546,88.00514054249764,7,1.3518838230481163,0.7838145755745345,0.1,0.1,810.1427198904807,152.21728010951938,18.78894624024973,Over Performed,18.78894624024973,Over Performed
2025,2,2-BCBS,Existing E/M Code,Existing Level 4,17,4.0,7695.0,0.0,0.0,188.82764705882354,188.82764705882354,0.44641428737071287,0.44641428737071287,3210.07,0.11764705882352941,0.17647058823529413,0.0,217.45311475409835,217.45311475409835,0.0,0.0,0.0,0,32.88040726051985,142.00085438848186,17,0.5671881713609032,1.2647254322601909,0.1,0.1,3610.2401751907537,-400.1701751907535,-11.084308959295479,Under Performed,-11.084308959295479,Under Performed
2025,2,2-BCBS,New E/M Code,New Level 3,6,3.0,2001.0,497.17,0.0,125.51999999999998,161.33666666666667,0.46833888157541076,0.36801984690452344,627.5999999999999,0.0,0.16666666666666666,0.0,217.45311475409835,217.45311475409835,35.81666666666669,28.53462927554708,214.90000000000015,0,56.56443980099157,113.79586987232885,6,0.9757385582416616,1.0135187660207443,0.1,0.1,629.6908057456874,-2.090805745687476,-0.33203688645437957,Average Performance,-0.33203688645437957,Average Performance
2025,2,2-BCBS,New E/M Code,New Level 4,34,4.0,19538.05,840.7800000000001,0.0,264.5190625,272.7196296296296,0.45264741750657095,0.4632384362971639,8464.61,0.14705882352941177,0.14705882352941177,0.058823529411764705,217.45311475409835,217.45311475409835,8.200567129629576,3.1001800218574327,278.8192824074056,0,75.05182267066881,195.39710168335836,34,1.2946465571608736,1.7402971619649554,0.1,0.1,8887.290114020201,-422.68011402020056,-4.75600670842734,Under Performed,-4.75600670842734,Under Performed
2025,2,3-MEDICARE,Existing E/M Code,Existing Level 4,4,4.0,1531.0,0.0,0.0,133.61249999999998,133.61249999999998,0.3488755531747789,0.3488755531747789,534.4499999999999,0.0,0.75,0.0,149.68142857142857,149.68142857142857,0.0,0.0,0.0,0,50.819565375945515,145.63968094810792,4,0.876639274159729,1.2971345083418924,0.1,0.1,473.9308507320377,60.519149267962234,12.7696158995524,Over Performed,12.7696158995524,Over Performed
2025,2,3-MEDICARE,New E/M Code,New Level 4,4,4.0,1470.0,79.63999999999999,0.0,171.10666666666668,164.615,0.39561977299880524,0.4616927518916765,513.32,0.0,0.5,0.0,149.68142857142857,149.68142857142857,-6.491666666666674,-3.793929712460068,-25.966666666666697,1,34.36642014137251,115.0,4,0.5928219453537695,1.0242433071002657,0.1,0.1,504.59806220257155,8.721937797428495,1.7284921308173915,Average Performance,1.7284921308173915,Average Performance
2025,2,4-MEDICAID,Existing E/M Code,Existing Level 4,19,4.0,8061.0,557.0,0.0,157.09000000000003,157.44312500000004,0.3617870875428207,0.35925967372451234,2670.5300000000007,0.10526315789473684,0.10526315789473684,0.0,144.59529411764706,144.59529411764706,0.3531250000000057,0.22479152078426737,6.709375000000108,0,105.80528046841518,164.7998254129547,19,1.8251447761495605,1.4677836364392274,0.1,0.1,3397.3738448055265,-726.8438448055258,-21.394285056878456,Under Performed,-21.394285056878456,Under Performed
2025,2,4-MEDICAID,New E/M Code,New Level 3,5,3.0,1210.0,0.0,0.0,85.35400000000001,85.35400000000001,0.35255019700551615,0.35255019700551615,426.77000000000004,0.0,0.0,0.0,144.59529411764706,144.59529411764706,0.0,0.0,0.0,0,12.55116249596029,15.652475842498527,5,0.21650799055293435,0.1394082054019801,0.1,0.1,306.4577560042585,120.31224399574154,39.25899790053599,Over Performed,39.25899790053599,Over Performed
2025,2,4-MEDICAID,New E/M Code,New Level 4,11,4.0,4763.0,310.0,0.0,149.7890909090909,168.98333333333332,0.3799991302937197,0.3481019277183219,1647.68,0.0,0.18181818181818182,0.0,144.59529411764706,144.59529411764706,19.194242424242418,12.814179128633388,211.1366666666666,0,64.95335841271726,162.8422549585948,11,1.1204476967076342,1.4503486065604851,0.1,0.1,1963.3509795591854,-315.6709795591853,-16.078173635060413,Under Performed,-16.078173635060413,Under Performed
2025,2,4-MEDICAID,New E/M Code,New Level 5,1,5.0,445.0,0.0,0.0,171.26,171.26,0.38485393258426964,0.38485393258426964,171.26,0.0,0.0,0.0,144.59529411764706,144.59529411764706,0.0,0.0,0.0,0,,,1,,,0.1,0.1,85.65289968841898,85.60710031158101,99.94652909941803,Over Performed,99.94652909941803,Over Performed
2025,2,5-COMMERCIAL,Existing E/M Code,Existing Level 4,1,4.0,681.0,-73.02,0.0,329.62,,,0.4840234948604993,329.62,1.0,0.0,0.0,329.62,329.62,,,,0,,,1,,,0.1,0.1,329.2501980669458,0.36980193305419107,0.11231638894230822,Average Performance,0.11231638894230822,Average Performance
2025,2,9-EPS,New E/M Code,New Level 4,1,,924.0,436.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,0,,,1,,,0.1,0.1,147.50133345164636,-147.50133345164636,-100.0,Under Performed,-100.0,Under Performed
2025,2,9-EPS,Non E/M Code,Non E/M Code,52,,962.0,0.0,0.0,18.235294117647058,18.235294117647058,0.9902939219600014,0.9902939219600014,930.0,0.019230769230769232,0.0,0.0,,,0.0,0.0,0.0,0,22.799638800028493,25.654950216054512,52,0.39329456403067686,0.22849487871986393,0.1,0.1,978.1663901983002,-48.16639019830018,-4.924151011622428,Under Performed,-4.924151011622428,Under Performed
2025,3,1-SELF PAY,Existing E/M Code,Existing Level 3,2,,200.0,0.0,0.0,100.0,100.0,1.0,1.0,200.0,0.0,0.0,0.0,180.66666666666666,180.66666666666666,0.0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0.1,0.1,505.25049889287175,-305.25049889287175,-60.41567491011899,Under Performed,-60.41567491011899,Under Performed
2025,3,1-SELF PAY,Existing E/M Code,Existing Level 4,3,4.0,497.0,0.0,0.0,165.66666666666666,165.66666666666666,1.0,1.0,497.0,0.0,0.0,0.0,180.66666666666666,180.66666666666666,0.0,0.0,0.0,0,28.867513459481287,28.867513459481287,3,0.4979656134149898,0.25710745611739605,0.1,0.1,754.8032024017357,-257.8032024017357,-34.15502233978636,Under Performed,-34.15502233978636,Under Performed
2025,3,1-SELF PAY,New E/M Code,New Level 3,3,3.0,508.0,0.0,0.0,169.33333333333334,169.33333333333334,1.0,1.0,508.0,0.0,0.0,0.0,180.66666666666666,180.66666666666666,0.0,0.0,0.0,0,81.42685879569058,81.42685879569058,3,1.4046161525330214,0.7252253490407347,0.1,0.1,808.3977832783762,-300.3977832783762,-37.15964955521564,Under Performed,-37.15964955521564,Under Performed
2025,3,1-SELF PAY,New E/M Code,New Level 4,7,4.0,1345.0,-110.0,0.0,215.0,207.66666666666666,1.0559284116331096,1.1534036433365293,1505.0,0.2857142857142857,0.0,0.0,180.66666666666666,180.66666666666666,-7.333333333333343,-3.410852713178299,-51.3333333333334,1,108.10488733941064,110.28966190812955,7,1.8648130748319494,0.9822908526239374,0.1,0.1,1407.9817424692264,97.01825753077355,6.890590595346022,Over Performed,6.890590595346022,Over Performed
2025,3,1-SELF PAY,Non E/M Code,Non E/M Code,23,,1675.0,0.0,0.0,74.0909090909091,74.0909090909091,0.95,0.95,1630.0,0.21739130434782608,0.0,0.0,180.66666666666666,180.66666666666666,0.0,0.0,0.0,0,40.285775689984206,39.852742775364504,23,0.6949310348991221,0.3549470004978745,0.1,0.1,1226.76233994887,403.23766005113,32.87007164467866,Over Performed,32.87007164467866,Over Performed
